text,label
الاكل لسة ما وصلش,X X X X
بلكي تفرجيني منيو المقبلات في اريجاتو الشيخ زايد,X X X X X X X X
شلون كل ها الوقت على خاطر يوصل الاوردر,X X X X X X X X
ابي تابع الاوردر من فضلك,X X X X X
فيك تغير عنوان البيت تبعي,X X X X X
فيك تحكي انكليزي,X X Language
هاخد باستا فراخ كرسبي مع جبنة سايحة,X ItemName ItemName ItemName Include Topping_Include Topping_Include
بدي اختار رقم اثنين,X X X X
فرجيني اوردري المفضل,X X X
اعرضلي الاوردر من الاول لو سمحت,X X X X X X
بدي ضيف عنوان الشغل لتوصيل الاوردر,X X X X X X
صرت اسكن بغير محل,X X X X
ممكن اشوف القائمة المفضلة,X X X X
مش عارفة اعمل اوردر ازاي,X X X X X
عايزة بيتزا خضروات منغير بصل,X ItemName ItemName Exclude Topping_Exclude
وجبة فراخ مكسيكية كبيرة عليها ليمون,PredefinedMealName PredefinedMealName PredefinedMealName ItemSize Include Topping_Include
شو موجود بالبيتزا,X X MenuName
بدي اشطب هيدا العنوان,X X X X
و بعد كدا,X X X
ما هي الخطوة التالية,X X X X
شحال الفاتورة,X X
شو الموجود بالمنيو تبعكوا,X X X X
صباحو,X
فيني انتقل الي قائمة الوجبات بماك بليز,X X X X X X X
من فضلك اشوف طلباتي المسجلة,X X X X X
صرت بدي اذهب للقائمة الرئيسية,X X X X X
احذف هيدا العنوان,X X X
يا ليت تطلبلي تشيكن زنجر راب,X X X ItemName ItemName ItemName
بدي غير رقم الهاتف,X X X X
محتاجة اسأل على حاجة,X X X X
عايز احدد اللغة الاسبانية,X X X Language
بدون جبنة,Exclude Topping_Exclude
اطلبلي وجبة الدويتو,X ItemName ItemName
رايد منك تراجعلى الاوردر بليز,X X X X X
بدي اسأل سؤال,X X X
ارغب فى تعديل رقم الجوال حقى للرقم 20150145,X X X X X X X phone
طلب 451515 فاضله اد ايه,X OrderNumber X X X
الافيك عنواني الجديد,X X X
بدي غير رقم الموبايل تبعي اذا بتريد,X X X X X X X
خليني اعدل العنوان المسجل,X X X X
عايز بيبيروني بيتزا لارج,X ItemName MenuName ItemSize
لك شو بدي سوي الحين,X X X X X
انا عايزة ادفع لو سمحت,X X X X X
عايزة احول اللغة,X X X
فيك تعرضلي طلبي المفضل,X X X X
اريد ان ارى الطعام المفضل لدي من فضلك,X X X X X X X X
بريد اتحد مع شخص يفهم على,X X X X X X
ايس كريم,X X
لو في مجال تعدلي رقمي,X X X X X
صغفف,X
بدي غير رقم هاتفي,X X X X
ابي غير عنوان السكن تبعي,X X X X X
راح زودكن بعنوان منزلي,X X X X
فيك تحاكيني باللغة العربية بليز,X X X Language X
من فضلك تغيرلي الرقم القديم وتحطلي الرقم ده 05044444444,X X X X X X X X phone
هلأ فيني شوف الاوردرات السابقة,X X X X X
هدي عنوان البيت,X X X
قديش الحساب,X X
عاوز اشوف الطلبات المسجلة,X X X X
كنت عايزة اغير العنوان بتاعي,X X X X X
هبعتلك رقمي الجديد عشان تعمله تحديث,X X X X X X
احذف هالعنوان,X X
خدمة عملاء,X X
يعطيك العافية ارسلي المنيو,X X X X
احذفلي النمره دي 010000000,X X X phone
فيني استرجع الاوردرات القديمة بليز,X X X X X
دوبل,X
انا بدي انتقل للمرحلة التالية,X X X X X
شو عندكوا,X X
ممكن ألغي عنواني,X X X
عطيني الحساب,X X
عايز احذف وجبة التوفير,X X ItemName ItemName
هاتابع مع حضرتك الاوردر أول بأول,X X X X X X
ممكن تعطيني المنيو,X X X
ابى اتحدث بالانقليزية,X X Language
محتاج اشوف أنواع الاكل فى هارديز الاسكندريه,X X X X X X X
عنواني لجديد,X X
بدى تحويل رقم هاتفى اللى عندكو للرقم 03948345,X X X X X X X phone
ابي اتواصل مع ممثل خدمة عملا,X X X X X X
اذا بدك تجهزلي الفاتورة,X X X X
الفاتورة اذا بتريد,X X X
عايزة اشوف الطلبات القديمة,X X X X
هاتلي 2 سلطة خضرا,X itemnumber ItemName ItemName
ابا غير رقم المحمول,X X X X
ابي 3 صمونات دياي معها جوتي و بطاط,X itemnumber ItemName ItemName Include X X Topping_Include
حابب اشوف الطلبات المسجلة لو سمحت,X X X X X X
باقي قد ايه وقت تا يوصل الاوردر,X X X X X X X
هادخل عنواني الحين,X X X
ابعتلي الطلبات السابقة,X X X
اطلبلي 3 بيتزا تشيكن رانش وسط,X itemnumber ItemName ItemName ItemName ItemSize
شو يلي موجود بالمنيو,X X X X
ابعتلي الطلبات الي طلبتها,X X X X
بدي غير رقم الموبايل تبعي,X X X X X
عايز اشوف طلباتي السابقة,X X X X
ممكن تحضرلي 2 بيتزا خضروات,X X itemnumber ItemName ItemName
ابعتلي الطلبات المسجلة من فضلك,X X X X X
ابعتلي الحساب,X X
راح غير البيانات حجي,X X X X
حدثنى عربى من فضلك,X Language X X
يعطيك العافية ارسلي قائمة الاكل,X X X X X
ارغب في حذف العنوان,X X X X
اذا بدك تعرضلي طلبي المفضل,X X X X X
فيك تعرض طلبي المفضل,X X X X
العنوان لا الي بدي ضيفه,X X X X X
منيو الوجبات العائلية في ماكدونالدز,X X X X X
فيني زودكوا بعنوان البيت,X X X X
اريد ان اطلع على الكارت,X X X X X
فيك ترسلي قائمة المنيو,X X X X
شكو ماكو,X X
اعرض لي الاوردر من الاول لو سمحت,X X X X X X X
عايز احاسب لو سمحت,X X X X
عاوز اضيف رقمي الجديد,X X X X
امسحلي الرقم,X X
ممكن اسجل عنوان البيت عندكوا,X X X X X
فين منيو المقبلات,X X MenuName
ممكن توريني الاوردر المفضل بتاعي,X X X X X
تقدر تنقلني لحد من خدمة العملاء,X X X X X X
هاخد 2 سوبر سوبريم بيتزا و زودلي زتون,X itemnumber ItemName ItemName ItemName X Include Topping_Include
عايز 3 ساندوتشات بيف برجر باضافة شيدر صوص,X itemnumber ItemName ItemName ItemName Include Topping_Include Topping_Include
ترجملي الكلام بالعربي,X X Language
ممكن الحساب دلوقتي,X X X
بلغني بالمنيو لو سمحت,X X X X
زودني بالقائمة المفضلة حجي,X X X X
خليني اتواصل معك بالعربية,X X X Language
ممكن احدث عنواني,X X X
خلني اشوف الكارت حقي,X X X X
عايزة اغير رقم الموبايل,X X X X
بغيت استفسر عن اشيا,X X X X
عايزه حجمه متوسط لو سمحت,X X ItemSize X X
ابغى اغير عنوان البيت بخليه عنوان الدوام,X X X X X X X
عطيني المفضلة من فضلك,X X X X
ابي اتحدث بالعربية,X X Language
فيك تعرضلي الطعام المفضل تبعي,X X X X X
قدم لي المنيو الاساسي,X X X X
بدي عيد تسجيل رقم موبايلي,X X X X X
رقم الحي,X X
انا عايزة اشوف الاوردر المعتاد من فضلك,X X X X X X X
ممكن اغير رقم تليفوني,X X X X
ممكن اشوف القائمة المفضلة,X X X X
3 تشيكن سيزر سالاد لو سمحت,itemnumber ItemName ItemName ItemName X X
ارغب في الغاء عنواني,X X X X
شو الخطوة القادمة,X X X
شكو ماكو,X X
اريد تحويل اللغة الى الانجليزية,X X X X Language
نقلب على شيء,X X X
ابعتلي توتال الطلب بتاعي,X X X X
فاضل قد ايه على الاوردر,X X X X X
وجبة بيج ماك لارج معاها 2 بيبسي كان,PredefinedMealName PredefinedMealName PredefinedMealName ItemSize Include itemnumber ItemName X
ابي اتحدث مع خدمة العملا يا خيي,X X X X X X X
بدي احذف الماك دينار,X X ItemName ItemName
حياك الله,X X
عايزة منيو فطار ماكدونالدز,X X X X
عايز اغير رقم تليفوني 01137462288,X X X X phone
من فضلك بلغني ب معاد الاوردر بالظبط,X X X X X X X
ابغى بدل رقم جوالي,X X X X
بدي شوف الاوردر من جديد,X X X X X
ابكم الشيك,X X
بدي احذف هيدا العنوان بليز,X X X X X
ابعتلي قائمة الأكل المفضل,X X X X
كيف بسجل العنوان,X X X
كم الفاتوره الخاصه بمشترياتى,X X X X
بلكي اتكلم عربي,X X Language
بدي الأكل يلي طلبتوا من قبل,X X X X X X
حابب اشوف الي طلبته قبل كدا,X X X X X X
احتاج الى تبديل رقم الموبايل,X X X X X
حجم كبير,X ItemSize
خليني اتواصل معك بالانجليزية,X X X Language
خاطر على بالى القى نظره على منيوهات المطاعم فى العين,X X X X X X X X X X
عايز احدد عنوان منزلي,X X X X
فرجيني طلبي المفضل بليز,X X X X
عايز اعرف ايه امشكله,X X X X
ابغى اتطلع على طلباتي السابقة,X X X X X
عاوز اشوف الطلبات القديمة,X X X X
بدي اطلب اشي,X X X
اريد الذهاب للخطوة التالية,X X X X
شيل عنوان البيت,X X X
ابغا المنيو هلا,X X X
حابة اسأل على حاجة,X X X X
وريني المنيو الرئيسي,X X X
انا خلصت كل الطلبات,X X X X
لدي عنوان يديد,X X X
يعطيك العافية بدي غير رقم الجوال,X X X X X X
من فضلك وريني اوردراتي السابقة,X X X X X
ابا مساعدة,X X
انا بدي اعرف قديش فاضل وقت,X X X X X X
كنت عايز اغير العنوان بتاعي,X X X X X
هستلم الطلبات في خلال قد ايه,X X X X X X
ارغب في متابعة الاوردر,X X X X
ممكن اضيف عنوان البيت,X X X X
هاطلب وجبة التشيكن ستربس,X itemnumber ItemName ItemName
بدياك تراجعلي عالأوردر بليز,X X X X
اريدك ترسلي تفاصيل الكارت تبعي,X X X X X
خنشوف الاوردر,X X
هاضيف رقم هاتفي المحمول,X X X X
اقدر اغير لغة التواصل,X X X X
قائمة الطعام من فضلك,X X X X
عايز الحساب,X X
وين الطلب حقى,X X X
ورينى الاوردر الى طلبته بالرقم 20147,X X X X X OrderNumber
كنت عايز رقم التليفون المسجل,X X X X X
تحدث فرنسي,X Language
بين لى اكثر ما احب,X X X X X
الاوردر هستلمه امتى,X X X
بدياك تفرجيني قائمة الطلبات السابقة اذا بتريد,X X X X X X X
قد ايه بعد شي وقت تيوصل الاوردر,X X X X X X X
اذا فيك تخليني سجل عنوان البيت,X X X X X X
ابي حجمها صغير,X X ItemSize
فيني انتهي من الاوردر,X X X X
عايز اتابع الاوردر 201548,X X X OrderNumber
عندي هوشة,X X
كان بدي الهابي ميل,X X ItemName ItemName
الثالث,X
ممكن منيو وجبات الأطفال في ماكدونالدز,X X X X X X
فيني راجع الاوردر تبعي,X X X X
الشيك كام من فضلك,X X X X
فيك تحكي عربي اذا بتريد,X X Language X X
ابي الحساب,X X
صارلي زمان عطلان بشي,X X X X
5 وجبة ميجا ماك معاها تيستي صوص,itemnumber PredefinedMealName PredefinedMealName PredefinedMealName Include Topping_Include Topping_Include
هاطلبها منغير زيتون,X Exclude Topping_Exclude
عايز الطبق الجانبي فرايز,Include X X Topping_Include
شحالك,X
لو سمحت عايز اغير عنوان البيت لعنوان الشغل,X X X X X X X X
الاكل ما وصلش لحد دلوقتي,X X X X X
خليني تابع باللغة العربية,X X X Language
ما اجا للحين,X X X
صار معي رقم تليفون جديد,X X X X X
ابغى احدث عنواني الحالي,X X X X
بدي ضيف عنوان يا اخي,X X X X X
كنت عايز اسوف اوردري المفضل,X X X X X
باقي قديش وقت تا يوصل الاوردر,X X X X X X
ابا غير رقم الهاتف,X X X X
اذهب للتالي,X X
عندكوا تشيكن باربيكيو بيتزا,X ItemName ItemName ItemName
ممكن تعرفنى حاجه,X X X
ازاي بسجل عنوان البيت,X X X X
فرجيني القائمة الرئيسية,X X X
صغيرة,ItemSize
كلمني انجليزي,X Language
اقدر اسأل على حاجة,X X X X
ممكن تورينى طلب رقمه 8547652,X X X X OrderNumber
اعرض القائمة المفضلة,X X X
زود 3 اوريجينال انجوس منغير طماطم لو سمحت,X itemnumber ItemName ItemName Exclude Topping_Exclude X X
ممكن اشوف منيو السندوتشات في برجر كينج,X X X X X X X
فيك تعرضلي منيو المشروبات في ليليز,X X X X X X
حطلي كمان باكت بطاطس عليها كاتشب و مايونيز,X X ItemName ItemName Include X X Topping_Include
ممكن احذف وجبة الميجا ماك,X X ItemName ItemName ItemName
عايز اتكلم مع حد,X X X X
اعرضلي المعجنات,X MenuName
ابا اعرف الفاتورة كم يا خيي,X X X X X X
عاوز اشوف منيو المشروبات بستاربكس,X X X X X
كنت عايز اطلب وجبة تشيكن ماك,X X X PredefinedMealName PredefinedMealName PredefinedMealName
ما عم يظبط معي الأوردر,X X X X X
الاوردر فاضل عليه اد ايه,X X X X X
عايز منيو كشري ابوطارق وسط البلد,X X X X X X
ابا اسألك عا شي,X X X X
فيني اطلب 3 بيتزا كومبو,X X itemnumber ItemName ItemSize
بدي غير هادي اللغة,X X X X
ممكد اأدد العنوان بتاعي,X X X X
هل يمكن ان اتتبع الاوردر,X X X X X
هلأ في شغلة بدي استفسر عنها,X X X X X X
فيني اسألك عا شي,X X X X
فيك تغيرلي عنوان المنزل,X X X X
عايز اشيل وجبه التشيكن تيندر,X X X ItemName ItemName
زود عالأوردر 2 وجبة روديو,X X itemnumber PredefinedMealName PredefinedMealName
بدياك تفرجيني اوردري المفضل,X X X X
بدي حدث الرقم كرمال الاوردر,X X X X X
كم ساعة بياخد,X X X
عايزة احذف عنوان البيت,X X X X
ممكن خطواط اضافة العنوان,X X X X
طلب 54512 هيوصل امتى,X OrderNumber X X
عايز اتواصل مع ممثل خدمة عملاء,X X X X X X
تورتيلا,X
كام الفاتورة,X X
ممكن اسألك على حاجة,X X X X
انا بدي غير رقم التليوفون,X X X X X
عاوز اضيف رقمي الجديد,X X X X
خليني احكي معك بالعربية,X X X Language
بدي شوف انواع البيتزا,X X X MenuName
ابي احذف وجبة التشيكن ستربس,X X ItemName ItemName ItemName
وريلي المنيو,X X
ابغى اتطلع على طلبى المسجل رقم 8746,X X X X X X OrderNumber
يعطيك العافية بدي غير رقمي المسجل عندكون لهيدا الرقم 0549141044,X X X X X X X X X phone
ابى التطلع على اوردر عنوانه85475,X X X X OrderNumber
ممكن اسأل على حاجات,X X X X
بلكي تعطيني الحساب,X X X
راجعلي على الاوردر لو سمحت,X X X X X
قدم لي الوجبة المفضلة من فضلك,X X X X X X
شو المرحلة القادمة,X X X
عايز 3 بيتزا بيبرونى حجم صغير,X itemnumber ItemName ItemName X ItemSize
سلامي,X
مدري كيف بسوي الاوردر,X X X X
صرت بدي الغي الماك دينار,X X X ItemName ItemName
خليني اغير عنواني,X X X
هستلمه في خلال قد ايه,X X X X X
اقدر اغير العنوان,X X X
راجع الاوردر لو سمحت,X X X X
الغيلي عنوان البيت,X X X
بلكي غير عنواني,X X X
لقد انتهيت,X X
عاوز اعرف الاوردر بيوصل في قد ايه,X X X X X X X
وين صار الاوردر,X X X
عندي مشكلة كبيرة,X X X
منفضلك عندى استفسار,X X X
عايزة اعمل اوردر و مش عارفة,X X X X X X
ابي حجمها وسط,X X ItemSize
هيدا رقمي الجديد 01003267979,X X X phone
داير اغير اللغة,X X X
هاطلب وجبة الميجا ماك,X ItemName ItemName ItemName
ابغى راجع الاوردر حجي,X X X X
فيك فرجيني قائمة البرجر بليز,X X X MenuName X
هاخد 3 ساندوتش فول عليهم طحينة,X itemnumber ItemName ItemName Include Topping_Include
كنت عايزة الغي عنواني,X X X X
سادة,X
ارغب في تعديل عنواني,X X X X
فيك تعرضلي الاشيا يلي طلبتها,X X X X X
عايزة ابدل رقم التليفون,X X X X
عايز اراجع الطلبات,X X X
خضار سوتيه,ItemName ItemName
داير ببالى السؤال عن كذا شئ,X X X X X X
خليني تابع الاوردر اذا بتريد,X X X X X
ضيفلي على الاوردر 2 تشيكن بانيه ساندوتش وسط معاهم كاتشب,X X X itemnumber ItemName ItemName ItemName ItemSize Include Topping_Include
ممكن توريني كل الاوردر,X X X X
ازاي بطلب الاوردر,X X X
هلأ بدي احذف الجراند تشيكن,X X X ItemName ItemName
ماعليش نْسْقْسيك,X X
داير بخاطرى تحويل اللغه الى اللغه الانكليزيه,X X X X X X Language
عايز اعمل تعديل في عنوان البيت,X X X X X X
ابا اسجل عنواني,X X X
ارغب في تغيير عنوان البيت,X X X X X
متعرفنى الاوردر بتاعى وصل فين دلوقتى,X X X X X X
2 فول واحد وسط و واحد كبير,itemnumber ItemName X X X X ItemSize
ازاي بسجل العنوان,X X X
شو بدي سوي الحين,X X X X
بدي سوي تغيير بلغة التواصل بليز,X X X X X X
هاطلب بيبروني بيتزا,X ItemName ItemName
لا تواخزني بدي غير رقمي,X X X X X
فيك تخبرني قديش باقي من الوقت تايوصل الأوردر,X X X X X X X X
الأكل هيخلص في قد ايه,X X X X X
هاطلب 3 سوبر سوبريم بيتزا من غير هوت دوج,X itemnumber ItemName ItemName ItemName Exclude Exclude Topping_Exclude Topping_Exclude
بلكى ازود 2 وجبه التشامبيونز مع الطلب حقى,X X itemnumber ItemName ItemName X X X
طبق كبير,X ItemSize
معليش حبيبي كيف اغير رقم الجوال,X X X X X X
اريد متابعة الاوردر,X X X
عايز اغير العنوان,X X X
خليني اتكلم مع حد من خدمة العملاء,X X X X X X X
ايش الحل الي بتقدموه,X X X X
ابقى اضيف رقم ارضي,X X X X
ممكن اتكلم مع حد من خدمة العملاء,X X X X X X X
ممكن توريني قائمة المقبلات,X X X MenuName
ابغا اشوف حسابك منفضلك,X X X X
هسجل عنواني,X X
ماني عايز جبنة,Exclude Exclude Topping_Exclude
تقدر تفيدني في كيفية تحديث رقم الموبايل,X X X X X X X
اذا ما عليك امر تغيرلي رقم الجوال,X X X X X X X
عايزة اتابع اوردر رقم 545415,X X X X OrderNumber
الحادي عشر,X X
محتاج ساندويتش زنجر من غير كاتشب,X ItemName ItemName Exclude Exclude Topping_Exclude
ابغى احدث العنوان حجي,X X X X
عاوز اشوف قائمة الطعام المفضل,X X X X X
2 ساندوتش لحمة صاج وزود تومية,itemnumber ItemName ItemName ItemSize Include Topping_Include
زود 4 سمك فيليه بالفرن,X itemnumber ItemName ItemName ItemName
واحدة تشيكن رانش,itemnumber PredefinedMealName PredefinedMealName
هلا بك,X X
خليني اشيل وجبة الميجا,X X ItemName ItemName
امتى راح يوصل الاوردر,X X X X
ابغى اشوف الطلبات السابقى حقي,X X X X X
عايز اسجل عنوان شقتي,X X X X
شحال الحساب,X X
احضرلي طبق مكرونة مع الصوص الابيض,X ItemName ItemName Include Topping_Include Topping_Include
عنواني الجديد,X X
خليني ضيف العنوان,X X X
عايز اضيف الوجبة العائلية,X X ItemName ItemName
خليني انتقل لقائمتي المفضلة,X X X X
ايه الأكل الي موجود,X X X X
عاوز اشوف الاوردر المفضل,X X X X
داير راجع عالطلبات,X X X
عايز فطيرة مكس جبن,X ItemName ItemName ItemName
فاين الاوردر,X X
داير احاسب,X X
فيك تزودني بالطلبات المفضلة حجي,X X X X X
بدى اطلع على مكان الاوردر المعنون برقم 9556,X X X X X X X OrderNumber
عايز 2 بيتزا مارجريتا حجم متوسط,X itemnumber ItemName ItemName X ItemSize
عايز احذف وجبة الميجا ماك,X X ItemName ItemName ItemName
باقي وقت اد ايه,X X X X
رايد 5 شاورما وزود مايونيز,X itemnumber ItemName Include Topping_Include
انا فى حاجه لمراجعه الاوردرات معكم,X X X X X X
بعد اذنك عايزة حجمهم كبار,X X X X ItemSize
عايز اكلم حد من خدمه العملاء,X X X X X X
راجعلي على الطلبات لو سمحت,X X X X X
هدي رقمي الجديد,X X X
ابي اعرف شوية اشيا,X X X X
ابى اغير رقم تليفوني,X X X X
عاوز اتكلم مع ممثل خدمة عملاء,X X X X X X
داير اسألك عا شي,X X X X
2 بيتزا كبيرة ب 75 وتكون ستافت كرست,itemnumber ItemName ItemSize X X Include Topping_Include Topping_Include
وريني الاوردرات الي طلبتها قبل كدا,X X X X X X
بدي طاجن ربيان معاه تشيلي صوص,X ItemName ItemName Include Topping_Include Topping_Include
الحي الذي اسكن به,X X X X
كنت عايزة احذف وجبة الدويتو,X X X ItemName ItemName
بونابريميدى,X
عايزو حجم متوسط,X X ItemSize
خبرونى كيف ممكن اتتبع الطلب رقم 900,X X X X X X OrderNumber
ابغى اشيك على الاوردر حجي مرة اخرى,X X X X X X X
داير على بالى استفسار معين,X X X X X
عايزين فراخ مشوية مع طبق أرز كبير,X ItemName ItemName Include X Topping_Include ItemSize
من فضلك تبدلي رقم موبايلي,X X X X X
فيك تغير عنوان البيت هاد,X X X X X
بدي حدث العنوان اذا بتريد,X X X X X
عايز الغي عنواني لو سمحت,X X X X X
هاعمل ايه دلوقتي,X X X
فيك تراجع الاوردر بليز,X X X X
عايز اشوف الطلبات المفضلة عندي,X X X X X
ممكن توريني منيو فطار ماك,X X X X X
اكسترا,X
وريني الطلبات السابقة,X X X
يثقبتىيتثاا,X
عايز اطلب اكل,X X X
اذا بدك تجهزلي الحساب,X X X X
ابي واحد برياني الفراخ,X itemnumber ItemName ItemName
فيك تسويلي تعديل لارقامي المسجلة عندكون,X X X X X X
ممكن استبعد عنواني,X X X
انا عايز الشيك,X X X
فيني امسح وجبة التوفير,X X ItemName ItemName
اذا بدك تحضرلي الشيك,X X X X
اذا فيك تبعتلي الاوردر المفضل تبعي,X X X X X X
ابغاالتكلم مع شخص بيفهم عليا,X X X X X
عايزة اغير اللغة لو سمحت,X X X X X
فيك تغيرلي اللغة انجلش,X X X Language
عايزة اضيف محل الاقامة الجديد,X X X X X
4 وجبات مشكل,itemnumber PredefinedMealName PredefinedMealName
ابغى تحولنى لحد من ممثلى خدمه العملاء,X X X X X X X
بدي فتة شاورما فراخ معها تبولة,X ItemName ItemName ItemName Include Topping_Include
خليني بلش اتحدث مع خدمة عملاء بليز,X X X X X X X
الشيك اذا بتريد,X X X
حابب اراجع الحاجات اللى طلبتها من فضلك,X X X X X X X
عايز حجمها كبير من فصلك,X X ItemSize X X
ابغى اشوف قائمة الطعام,X X X X
هستلم الاوردر امتى,X X X
باضافة صوص,Include Topping_Include
عايزة احدد عنوان بيتي,X X X X
اقدر ارجع لقائمة تغيير البيانات,X X X X X
غير لي العنوان المسجل,X X X X
بدياك تفرجيني الاكل يلي طلبته من قبل,X X X X X X X
2 وجبة توفير مع باكت فراخ ناجتس,itemnumber PredefinedMealName PredefinedMealName X ItemName ItemName ItemName
خليني ابدل رقم جوالي,X X X X
محتاجك تغيرلى رقم الهاتف اارقم 01256369,X X X X X phone
باضافة جبن,Include Topping_Include
رقم 1,X X
حابب اشوف الاوردرز الي قبل كدا لو سمحت,X X X X X X X X
عايز اشوف الأكل الي بطلبه تملي,X X X X X X
هاخدها كبيرة,X ItemSize
بدي اتطلع عالمينيو,X X X
عايزة اتكلم بالعربية من فضلك,X X Language X X
ضبفلي طبق سلطة خضرا منغير فلفل حار,X ItemName ItemName ItemName Exclude Topping_Exclude Topping_Exclude
اذا فيك تحط رقم البيت,X X X X X
خليني اغير عنوان البيت,X X X X
انا عايز اشوف قائمة الطعام,X X X X X
كنت عايز اشوف اوردري المفضل,X X X X X
ما ابي مايونيز,Exclude Exclude Topping_Exclude
تتعاملون بشبكات ولا لازم دفع نقدي,X X X X X X
عايز اتنين فته شاورما وسط من غير توميه وكاتشب,X itemnumber ItemName ItemName ItemSize Exclude Exclude Topping_Exclude Topping_Exclude
عايز اتابع طلب 52127,X X X OrderNumber
فيني ارجع للقائمة السابقة,X X X X
هاطلب تشكيلة مقبلات,X X ItemName
عايز اشوف الاوردرات السابقة,X X X X
وش سوي الان,X X X
عايز 2 بيتزا مارجريتا حجم كبير,X itemnumber ItemName ItemName X ItemSize
ابى بيج ماك من غير طماطم,X ItemName ItemName Exclude Exclude Topping_Exclude
هستلم الاوردر بعد قد ايه من فضلك,X X X X X X X
ابا غير رقم الجوال,X X X X
عايز اضيف عنوان البيت,X X X X
عايز 3,X itemnumber
عايز احدد عنواني,X X X
شو بدنا نطلب اليوم,X X X X
ممكن تعرضلي قائمة الطعام,X X X X
ابغا المنيو هلق,X X X
فيني ضيف وجبة الميجا ماك,X X ItemName ItemName ItemName
هزود وجبة الجراند تشيكن,X ItemName ItemName ItemName
فيني زود وجبة الجراند تشيكن اذا بتريد,X X ItemName ItemName ItemName X X
اذا فيك بدي غير رقم الموبايل,X X X X X X
مادري ليش اتاخر الاوردر,X X X X
الطلب حقى ليش اتأخر ممكن اعرف,X X X X X X
واحدة تشيكن رانش,itemnumber PredefinedMealName PredefinedMealName
عايز اتواصل مع ممثل خدمة عملاء,X X X X X X
فيك تخبرنى وينه الاوردر 20658 الان,X X X X OrderNumber X
اعمل تغيير لعنوان المنزل,X X X X
خدمه العملاء,X X
اقدر اشوف الي طلبته قبل كدا,X X X X X X
ابعتلي منيو المشاوي بعد اذنك,X X MenuName X X
ايش بدي سوي,X X X
اوردر 2 بيتزا سوبر سوبريم من غير هوت دوج,X itemnumber ItemName ItemName ItemName Exclude Exclude Topping_Exclude Topping_Exclude
اعرضلي الطلبات المعتادة,X X X
كنت عايز اغير عنواني,X X X X
ابغى اتابع الاوردر رقم 5484565,X X X X OrderNumber
كنت عايز امسح العنوان,X X X X
فيني غير اللغة,X X X
انا بدي شوف المنيو,X X X X
اسجل عنواني ازاي,X X X
ممكن تقولي الاوردر تاني من فضلك,X X X X X X
بدي سجل عنوان البيت اذا بتريد,X X X X X X
ساندوتش بيف برجر كيزر و معاه كاتشب,ItemName ItemName ItemName ItemSize X Include Topping_Include
من فضلك محتاج مساعدة,X X X X
1 بيج ماك بيكون كومبو,itemnumber ItemName ItemName X ItemSize
بدي شوف المنيو مرة اخرى,X X X X X
فيك تغير لي عنوان البيت,X X X X X
عايز اسجل عنوان البيت,X X X X
اعرضلي المنيو الاساسي من فضلك,X X X X X
ابعتلي منيو الاطباق الرئيسية,X X MenuName MenuName
عايز اشوف طلباتي الي طلبتها قبل كدا,X X X X X X X
فاضل قديش وقت تايوصل الاكل,X X X X X
عاوز 4 فول بالطحينه,X itemnumber ItemName Topping_Include
اقدر الغي وجبة الدويتو,X X ItemName ItemName
ساعدني لو سمحت,X X X
فيك توصلني لحدا من خدمة العملا,X X X X X X
صباح الفل,X X
هغير عنواني,X X
حكيني بالعربية,X Language
صارلي زمان ناطره الاوردر,X X X X
عايز اشوف الكارت,X X X
فيني راجع على الاشيا يلي طلبتها,X X X X X X
اتحدث عربي يا اخي,X Language X X
داير اسأل عن اشيا,X X X X
ممكن تعدلى رقم الفون بتاعى للرقم 998658340,X X X X X X phone
لو سمحت اعرف الاوردر فاضلوا قد ايه,X X X X X X X
ضيف للأوردر 2 شوربة خضار,X X itemnumber ItemName ItemName
عايز اعرف الاوردر فاضله قد ايه,X X X X X X
هعوز وجبة توفير من فضلك,X ItemName ItemName X X
خليني اتابع الطلبات وصلت لحد فين,X X X X X X
ممكن توريني قائمة تغيير البيانات,X X X X X
ممكن تراجع الطلبات,X X X
ابي اعرف كيف بطلب الاوردر,X X X X X
خاطر على بالى تغيير رقم الجوال حقى الى 01548632597,X X X X X X X X phone
سوف اقوم بتغيير رقم الهاتف,X X X X X
ابغى احاسب الحين,X X X
رايد منكو لو سمحت تراجعولى الاشياء اللى انا طالبها,X X X X X X X X X
ابغى بدل رقم جوالي,X X X X
كنت عايز اضيف العنوان,X X X X
عايز اسجل عنوان البيت لو سمحت,X X X X X X
داير اعدل العنوان,X X X
فيني الغي عنوان المنزل,X X X X
هذا عنوان اخر,X X X
ابا ابدل العنوان,X X X
الاوردر اتأخر,X X
عايز 2 بيتزا مارجريتا حجم متوسط,X itemnumber ItemName ItemName X ItemSize
عايز احدث البيانات,X X X
ممكن تعرفنى ايه اللى أخر الاوردر 20114 لحد دلوقتى,X X X X X X OrderNumber X X
ابغى اختار رجم تلاتة,X X X X
من فضلك عايز اعرف اسجل بياناتي ازاي,X X X X X X X
اريدك تراجع معاي الاوردر حقي,X X X X X
ممكن اعمل تعديل في عنوان البيت,X X X X X X
بغيت بنادم اتحدث معاه,X X X X
بدياك تفرجينى الشيك,X X X
ممكن اعرف منيو اكتوبر شو الطبخ اليوم,X X X X X X X
عاوز اشوف الاكل المفضل بتاعي,X X X X X
الفاتورة ارجوتش,X X
كيف حالك,X X
فيني شوف الاوردر اذا بتريد,X X X X X
